price,type,address,latitude,longitude,zone,photos,parking,amenities_nearby,bedrooms,bathrooms,size_interior,ownership_type,public_remarks,postal_code,historical_data,additional_features,listing_type
"$534,800",Single Family,"3229 Magpie Link NW|Edmonton, Alberta T5V1T7",53.5882676151781,-113.660950552917,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638509405727930000/reb10/highres/4/E4383924_1.jpg'],['Attached Garage'],[],3,3,162.45 m2,Freehold,"UPGRADED single family home available to the vibrant community of STARLING! LOCATION IS PRIME!! conveniently located to close Anthony Henday HWY facilitating quick commute to St.Albert or Edmonton. Upon entrance you will find a DEN , HALF BATH ON THE MAIN FLOOR , Huge living room, A CUSTOM FIREPLACE WALL and UPGRADED KITCHEN with CABINETS TO CEILING, a WALK-IN PANTRY and DINING NOOK. The second floor offers 3 bedrooms, 2 full bathrooms, and a BONUS room. UPGRADED finishings include MDF SHELVING(no wires racks!), , SEPARATE ENTRANCE TO THE BASEMENT IS PROVIDED for future LEGAL SUITE, 9' basement ceiling, upgraded LIGHT fixtures, and much more!**PLEASE NOTE** Pictures from different layout, similar spec.*ASSIGNMENT SALE available* (31186637)",T5V1T7,"{'price_change_date': '', 'photo_change_date': '2024-05-10 4:22:53 PM'}",[],residential
"$534,900",Single Family,"15729 106 ST NW|Edmonton, Alberta T5X5B5",53.6187202445193,-113.5048896,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638480260077770000/reb10/highres/6/E4380756_1.jpg'],['Attached Garage'],"['Public Transit', 'Shopping']",5,3,188.07 m2,Freehold,"Luxury living steps away from Beaumaris Lake in this exquisite 5-bedroom, 2.5 bathroom home spanning nearly 3000 sqft of living space. As you step inside, abundant natural light floods the main floor, illuminating a spacious den, perfect for work or relaxation. The open-concept design seamlessly connects the living area, dining space, and gourmet kitchen. Upstairs, retreat to the primary suite featuring a ensuite and, alongside 2  additional generously sized bedrooms. The basement holds a large rumpus room with 2 additional bedrooms. Outside, the backyard oasis awaits with a serene patio, ideal for outdoor dining and entertaining. With schools, parks, shopping, and dining nearby, this home offers both luxury living and urban convenience. Don't miss the opportunity to call this stunning property home. (31097698)",T5X5B5,"{'price_change_date': '2024-05-02 6:51:48 PM', 'photo_change_date': '2024-04-06 10:46:47 PM'}",[],residential
"$534,900",Single Family,"537 FALCONER PLACE PL NW|Edmonton, Alberta T6R3A1",53.462219700001,-113.5915522,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638509852140530000/reb10/highres/9/E4386859_1.jpg'],['Attached Garage'],"['Park', 'Shopping']",3,4,173.54 m2,Freehold,"3 BEDROOM, 4 BATH - 2 STOREY in FALCONER HEIGHTS - FULLY FINISHED BASEMENT - LOCATED on a QUIET CUL-DE-SAC.  This stunning 2 storey home is sure to impress.  With several features that you and your family will love.  You'll enter off the front veranda into a beautifully open front entrance.  With a powder room on the main floor, a bright living room to relax in, and a centrally located family room right off the kitchen to entertain in.  The kitchen has plenty of counter space to fulfill all your cooking needs.  Along with a breakfast bar to compliment the island.  The dining space looks out into your south facing backyard complete with a deck and backing onto a walking trail.  After a long day you can head upstairs to your primary bedroom and unwind in the ensuite complete with a soaker tub.  Not to mention your fully finished basement with an abundance of possibilities to be explored.  The only question left is when you'd like to call it home! (31268228)",T6R3A1,"{'price_change_date': '', 'photo_change_date': '2024-05-11 4:46:54 AM'}",[],residential
"$534,990",Single Family,"2012 27 ST NW|Edmonton, Alberta T6T0Y6",53.450665600001,-113.3807931,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638514841927300000/reb10/highres/8/E4387808_1.jpg'],['Attached Garage'],"['Airport', 'Park', 'Playground', 'Public Transit', 'Schools', 'Shopping']",3,3,154.24 m2,Freehold,"Welcome to this Stunning Single family home built by LANDMARK HOMES in desirable LAUREL location.Property backs to the walking path & no rear facing neighbours!This house has SOLAR PANELS with Energuide Rating of 86 which will keep your utility bills low! The kitchen has 7' island, soft close drawers, granite countertops, spectacular white cabinetry and stainless steel appliances. Tile and laminate flooring are throughout the main floor, along with 9' ceilings, and iron spindle railing.Upstairs, you will find 3 large bedrooms, separate laundry ROOM and a bonus room & 2 Full washrooms. The master overlooks the walking trail, for privacy.This property comes with deck with glass railing.Take advantage of a HIGH EFFICIENCY hot water system, HRV, drain water HEAT RECOVERY SYSTEM, TRIPLE PANE windows, SPRAY FOAM insulation. These features will keep your utilities LOW.This house has Double attached garage with plenty of storage.Very close to Rec centre,Shopping centres,schools & parks.MUST SEE!! (31294817)",T6T0Y6,"{'price_change_date': '', 'photo_change_date': '2024-05-16 11:23:27 PM'}",[],residential
"$535,000",Single Family,"2217 32A ST NW|Edmonton, Alberta T6T0K6",53.4530663111818,-113.386986671164,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638495668206170000/reb10/highres/0/E4383640_1.jpg'],['Attached Garage'],"['Airport', 'Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']",4,3,126.89 m2,Freehold,"Beautiful fully finished bi-level style home located in the desirable community of Laurel. The upper/main level offers 3 Bedrooms plus 2 bedrooms in the basement and 3 full bathrooms. The living room, kitchen, and dining area on the main level with access to the deck and fenced back yard. In the primary bedroom you can find vaulted ceiling. The fully finished basement has large size windows with 2 bedrooms, a living room and 3 pc bathroom which can easily convert to a mother in law suite. The home also includes hardwood flooring on the main level and basement, stainless steel Appliances, peninsula style countertop in the kitchen, cabinets, a sink in laundry room, and large windows in the basement. The home is situated minutes walk away from K-9 school, close to the Meadows community recreation center, RioCan shopping plaza, and easy access to Anthony Henday and other amenities. (31179197)",T6T0K6,"{'price_change_date': '', 'photo_change_date': '2024-04-24 6:47:00 PM'}",[],residential
"$535,000",Single Family,"10948 69 AV NW|Edmonton, Alberta T6H2E5",53.5058297,-113.514443384656,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638508772291370000/reb10/highres/7/E4386497_1.jpg'],"['Detached Garage', 'Oversize', 'RV', 'See Remarks']","['Playground', 'Public Transit', 'Schools', 'Shopping']",4,3,118.39 m2,Freehold,"PERFECT MULTI GENERATIONAL LIVING. MAIN FLOOR BEDROOM WITH FULL BATHROOM. PRIMARY WITH ENSUITE 2nd floor. Welcome to this charming fully Renovated 4 bedroom 3 full bathroom home in wonderful Parkallen. Retreat to your 2nd floor Primary oasis, featuring in floor heating, cozy electric fireplace and large closet with custom organizers. Main floor is complete with 2 well sized bedrooms, 3 piece bathroom, massive south facing window in living room and gorgeous kitchen highlighting wood cabinets and thick granite counter tops. Basement is where you will find 2nd kitchen, 4th bedroom with walk in closet, entertainment space equipped with wet bar and laundry area. Sellers have been able to utilize basement to host international students, Airbnb and long term tenants consistently with ease. Lastly personalize your huge backyard with 2 deck zones, overside double garage, and ample parking pad. Fresh paint throughout. Shows 10 out of 10! (31260293)",T6H2E5,"{'price_change_date': '', 'photo_change_date': '2024-05-09 10:47:09 PM'}",[],residential
"$535,000",Single Family,"15016 63 ST NW|Edmonton, Alberta T5A2B8",53.6120946702601,-113.439272271164,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638485444088100000/reb10/highres/9/E4381849_1.jpg'],['Attached Garage'],"['Schools', 'Shopping']",5,3,139.72 m2,Freehold,"Welcome to this charming bungalow nestled in the heart of the McLeod neighbourhood. This beautifully appointed home boasts 2647 sqft of developed living space. Upon entering, you'll be greeted by a warm and inviting ambiance, the open-concept layout that seamlessly connects the living, dining & kitchen areas. The kitchen offers S/S appliances, ample counter space, and stylish cabinetry. The master suite offers a serene retreat, complete w/an ensuite bath for added privacy and comfort. Two additional bedrooms & main floor laundry provide versatility for guests, a home office, or a growing family. Venture downstairs you will find a fully finished basement suite w/it's own laundry. Step outside to the expansive backyard oasis, where you'll find a sprawling patio, deck, and fire pit area, ideal for hosting gatherings or simply enjoying the outdoors in style. The large yard offers ample room for gardening, play, or pets to roam freely. Located close to Manning Dr, Shopping and more. ALL THIS HOME NEEDS IS YOU! (31128454)",T5A2B8,"{'price_change_date': '2024-05-01 8:51:50 PM', 'photo_change_date': '2024-04-12 10:46:48 PM'}",[],residential
"$535,000",Single Family,"11234 61 ST NW|Edmonton, Alberta T5W4A5",53.5671641425382,-113.43295007791,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638496462957000000/reb10/highres/4/E4382264_1.jpg'],['Detached Garage'],"['Park', 'Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']",4,2,125 m2,Freehold,"Welcome to the beautiful and highly desirable community of Highlands, where this 1 & a half storey home has been standing tall since 1918. With 2 bedrooms and a den on the main floor and 2 bedrooms upstairs or 1 massive bedroom with a nursery or office (the options are endless) this home is awaiting a new family to come and call it home. And bring it back to its original glory! The basement is fully finished with a large rec room and 3 piece washroom. Once you're in the backyard you'll feel like you're in your own personal oasis. There's also a large shed with a gravel pathway that leads to the front street and a large double detached garage facing the back alley. The home backs onto a playground, perfect for your kids to play in and not have to worry about a long walk. Close to a bunch of restaurants and amenities. The lot is 66 ft by 130 ft (20.1m x 39.6) ideal for redevelopment or restoration. The property is being sold as-is, where-is with no warrants or representations. (31139736)",T5W4A5,"{'price_change_date': '', 'photo_change_date': '2024-04-25 4:51:42 PM'}",[],residential
"$535,000",Single Family,"10953 123 ST NW|Edmonton, Alberta T5M0C8",53.555553100001,-113.5337923,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638502004077830000/reb10/highres/7/E4384997_1.jpg'],"['Detached Garage', 'Oversize']","['Playground', 'Public Transit', 'Schools', 'Shopping']",5,2,184.39 m2,Freehold,"Stately Westmount gem seamlessly blends its historical appeal with modernized upgrades! This elegant 1,985 sq ft family home rests on a serene, tree-lined street amid similar legacy residences. Over time a labour of love updated many important features of the home: The basement was lowered, extended, separate entrance added and new floor poured in the 1990's. At the same time the kitchen was renovated and an addition at the rear added a bathroom, family room & 2 upstairs back bedrooms with their own balcony. Front bedrooms were reinsulated, redrywalled in 2000. Main bath renovated in 2004. A new, oversized, insulated double garage was built in 2018. The covered front porch was lifted & stabilized & the front living room re-drywalled, insulated and painted in 2023.  Furnace was replaced in the last couple of years also. Stairs to attic were installed so that the attic space could be developed. This captivating character home is steps to vibrant 124 St, all amenities, transportation & minutes from downtown! (31217852)",T5M0C8,"{'price_change_date': '', 'photo_change_date': '2024-05-02 2:46:47 AM'}",[],residential
"$535,900",Single Family,"14631 89 AV NW|Edmonton, Alberta T5R4P4",53.521064600001,-113.5740284,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638512156280670000/reb10/highres/1/E4387121_1.jpg'],"['Detached Garage', 'Oversize']","['Playground', 'Schools', 'Shopping']",3,2,98.22 m2,Freehold,"Wonderful location in sought after Parkview. This great 4-level split has approximately 1800 sq ft of living space plus a basement. South facing back yard, walking distance to schools and downtown transportation. Good sized kitchen with lovely oak cabinets and a dining area leading out to large deck. Three bedrooms on upper level and a walkout to a three season sunroom from the lower level through French doors. There is also a large family room with a gas fireplace to keep you warm in the winter months. Comes with newer windows and roof and an oversized 24' x 26' garage for extra storage. This is a perfect home to make your own. (31274802)",T5R4P4,"{'price_change_date': '', 'photo_change_date': '2024-05-13 8:47:08 PM'}",[],residential
"$537,500",Single Family,"9613 83 AV NW|Edmonton, Alberta T6C1C1",53.5188525419123,-113.477403735582,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638504050101530000/reb10/highres/2/E4385562_1.jpg'],"['Detached Garage', 'Rear']","['Public Transit', 'Schools', 'Shopping']",4,4,136.43 m2,Freehold,"Steps to RAVINE! Strathcona custom build over 1460 sq ft half duplex offers 3 bedroom, 3.5 bath with double detached garage.* There is a three-inch noise-deadening space between the other unit for quietness; the 2 x 6 walls are cross-braced. Foam insulation was blown into the exterior walls before the plywood was applied.* There are engineered trusses in the basement and no common wall between the two halves--rather there is a 3 inch dead space for almost complete noise suppression.* A bright home with triple-pane windows and spacious-sized rooms. Built-in wood shelving and the functional alcove.* The master bedroom has a 4 piece en-suite and a walk-in closet. The other two bedrooms are good size.* The basement is finished and features another bedroom, family room, a full bath, a high-efficiency furnace, and B.I. Vacuum System. * Miles of walking trails. A rare find! (31232344)",T6C1C1,"{'price_change_date': '', 'photo_change_date': '2024-05-04 11:36:50 AM'}",[],residential
"$538,800",Single Family,"9356 73 AV NW|Edmonton, Alberta T6E1A7",53.509670000001,-113.4732413,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638467084149500000/reb10/highres/7/E4378357_1.jpg'],"['Carport', 'Detached Garage']","['Playground', 'Public Transit', 'Schools', 'Shopping']",6,4,151.04 m2,Condominium/Strata,"Welcome to this beautiful home in the vibrant community of Ritchie where an incredible opportunity awaits. This freshly painted gem,  w/over 2400SqFt of finished living space, offers the perfect blend of space, functionality & modern elegance. Boasting 6 bedrooms, 4 full baths & fully finished basement w/separate entrance, this home is an ideal haven for multigenerational families or families seeking room to grow & thrive. Step inside & be captivated by living spaces that exude warmth & sophistication. The main level welcomes you w/an open-concept design connecting the living, dining & kitchen. Natural light pours in through large windows, accentuating the inviting atmosphere & creating a bright, airy ambiance. The modern kitchen features sleek cabinetry, stainless steel appliances & ample counter space. With Hunter Douglas blinds throughout, 3 bedrooms upstairs, 1 on the main, 2 downstairs & at least 1 full bath on each floor, this home offers an abundance of personal space for family & guests alike. (31034928)",T6E1A7,"{'price_change_date': '2024-05-08 4:51:15 AM', 'photo_change_date': '2024-03-22 4:46:54 PM'}",[],residential
"$539,000",Single Family,"10525 63 AV NW|Edmonton, Alberta T6H1P5",53.4996337363794,-113.5016365,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638464492242700000/reb10/highres/5/E4377785_1.jpg'],"['Oversize', 'Rear', 'Detached Garage']","['Playground', 'Public Transit', 'Schools', 'Shopping']",5,2,99.74 m2,Freehold,"TURNKEY INVESTMENT OPPORTUNITY! RAISED BUNGALOW WITH INDEPENDENT 2 BEDROOM IN-LAW SUITE (SEPARATE ENTRY) WITH 9 LARGE ABOVE GRADE WINDOWS! DESIRABLE ALLENDALE LOCATION! Renovated from top to bottom including two newer kitchens boasting loads of extended height modern cabinets, lots of countertop space, subway tile backsplash & upgraded appliances, 2 renovated 4-pce baths, newer flooring (vinyl plank, laminate, ceramic tile & carpet), all newer vinyl windows (except one), new paint on main floor, newer light fixtures, interior & exterior doors, casing & baseboards, 100 amp electrical with newer panel, plugs & switches, newer PEX piping & plumbing fixtures, back flow valve, hi-eff furnace & water heater, newer roof, sidewalks, patio, fence, sewer line, aluminum facia, soffits & eaves, upgraded attic insulation, etc. The yard is landscaped and there is an oversized single garage with parking, in back, for 4 cars. Lovely, renovated home in great area close to U of A, downtown, schools, parks & all amenities. (31018075)",T6H1P5,"{'price_change_date': '2024-04-26 6:51:49 PM', 'photo_change_date': '2024-03-19 4:47:04 PM'}",[],residential
"$539,000",Single Family,"#307 11710 87 AV NW|Edmonton, Alberta G0Y0Y3",53.5231898219168,-113.533040915344,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638435116037070000/reb10/highres/4/E4373054_1.jpg'],"['Heated Garage', 'Parkade', 'Underground']","['Public Transit', 'Schools', 'Shopping']",2,2,106.53 m2,Condominium/Strata,"LOCATION - LOCATION! Adjacent to the U of A - The BENTLEY is surrounded by cafes, shopping, restaurants, River Valley parks & trails. Superior finishing throughout this concrete & steel building; high ceilings and a FANTASTIC kitchen w/quartz countertops are accented by all SS appliances & hardwood floors.  Step into luxury the moment you walk through the door of this spacious 1146 sq ft 2 bdrm, 2 bath condo w/ floor to ceiling windows allowing natural light throughout! The spacious kitchen has modern sleek styled cabinetry w/pull-outs, large island, dining area - perfect for the chef in the family! The bright airy Great Room boasts an electric fireplace with mantel. Continue on into the Primary bedroom host to a walk-thru closet & hotel style ensuite. A Jack & Jill-style bathroom connects the generous sized 2nd bedroom so guests have their own ensuite. Included is a titled UG parking stall with storage! Windsor Park is one of Edmontons oldest & most exclusive neighbourhoods. Welcome to your new home! (30886264)",G0Y0Y3,"{'price_change_date': '', 'photo_change_date': '2024-02-14 5:46:43 PM'}",[],residential
"$539,000",Single Family,"8433 14 AV NW|Edmonton, Alberta T6K1X3",53.4430274016005,-113.458801423943,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638438571978770000/reb10/highres/9/E4373609_1.jpg'],"['Attached Garage', 'Heated Garage']","['Playground', 'Public Transit', 'Schools', 'Shopping']",4,4,173.83 m2,Freehold,"Pride of ownership, this home shows 10/10. Outstanding home in a quiet crescent located in the Satoo community. 1800+ sq ft of renovated bliss. Extra large deck and patio off the back of home. 4 bedrooms and 3 1/2 baths, on demand hot water :) Move in and enjoy everything the home has to offer! You enter the home and find a formal living room with a bright bow window, Very large kitchen and dining space. Up a few stairs you find a spacious Primary suite with 4pc ensuite, two other good sized bedrooms and 4 pc bath. Down a few stairs from the main floor you find a large cozy family room with wood burning fireplace w/gaslighter. garage access and a 2 pc bath complete the floor. Down to the 4th level, you are greeted by a theatre room, spacious bedroom and a 4 pc bath. Down a few more stairs to level 5 to find a massive storage area, laundry and utilitiy area. Extensive renovations outside giving the home incredible curb appeal. Outstanding yard with RV Parking. Absoutely ready to move into and just enjoy. (30900398)",T6K1X3,"{'price_change_date': '2024-03-14 12:51:17 AM', 'photo_change_date': '2024-02-18 5:46:37 PM'}",[],residential
"$539,000",Single Family,"11015 96 ST NW|Edmonton, Alberta T5H2K7",53.5581997839695,-113.4886932,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638386804111170000/reb10/highres/3/E4368173_1.jpg'],['Stall'],"['Playground', 'Public Transit', 'Schools', 'Shopping']",2,4,272.14 m2,Freehold,"Well kept 4 plex located at central with close proximity to bus, shops , schools and Chinatown. Each unit has its own address, 2 separate entrances and power meter. 2 units with 1 bedroom (11015 & 11017) and 2 units with 2 bedrooms (11019 & 11021). Recently renovated. Newer shingles, windows, 2 newer hi-efficiency furnaces and  hot water tank. All units come with laminated flooring. The storage room has rough in plumbing potential for insuite laundry. There are 6 parking stalls at rear plus ample parking at front. Full basement with coin operated laundry room and lots of storage spaces. DC1 zoning. Easy to operate with room to increase rent. Ideal investment property. Seller to provide title insurance in lieu of real property report on closing. (30735844)",T5H2K7,"{'price_change_date': '2024-04-01 10:51:21 PM', 'photo_change_date': '2023-12-20 7:46:51 PM'}",[],residential
"$539,000",Single Family,"16803 74 ST NW NW|Edmonton, Alberta T5Z0A3",53.629416800001,-113.4553748,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638509708201200000/reb10/highres/1/E4386821_1.jpg'],['Attached Garage'],[],3,3,159.8 m2,Freehold,"Welcome to your new spacious  family home , just recently professionally painted with new carpet and vinyl flooring . This home is in move in condition in the great neighborhood of schonsee. The developed basement has a seperate access from the garage. (31267627)",T5Z0A3,"{'price_change_date': '', 'photo_change_date': '2024-05-11 12:47:00 AM'}",[],residential
"$539,500",Single Family,"17203 78 ST NW|Edmonton, Alberta T5Z0E6",53.633633900001,-113.4627848,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638485470921830000/reb10/highres/5/E4378875_1.jpg'],['Attached Garage'],[],3,3,184.91 m2,Freehold,"ABSOLUTELY STUNNING... PERFECT LOCATION... BEAUTY BEYOND BELIEF. This 3 bedrooms & 3 bathrooms 2-storey in Schonsee checks off everything your family could ask for. The open plan is perfect for those who entertain w/flair but nothing is ordinary about this beautiful home with almost 2000 sq. ft. An abundance of natural lighting shows in every corner. High ceiling, glowing hardwood & tile flooring flows graciously from the front door into the huge family room with a gas fireplace, nook, a CHEF's kitchen with raised eating bar, granite c/tops, upgraded cabinetry and stainless steel appliances. A massive deck out back, overlooks the big backyard. Upstairs you'll find a SOARING VAULTED CEILING in the bonus room, laundry room plus 3 spacious bedrooms. The Primary bedroom will accommodate any furnishing arrangements with its own stylish bathroom to relax after a hectic day. Affordable living at its finest with double attached garage and only a few minutes away from all amenities. THIS PROPERTY IS A MUST SEE... (31048143)",T5Z0E6,"{'price_change_date': '2024-04-11 2:51:21 PM', 'photo_change_date': '2024-04-12 11:31:49 PM'}",[],residential
"$539,900",Single Family,"375 CALDERON CR NW|Edmonton, Alberta T6V1R8",53.6096390218612,-113.555446417791,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638489760925470000/reb10/highres/1/E4378841_1.jpg'],"['Attached Garage', 'Oversize']","['Park', 'Schools', 'Shopping']",3,3,125.52 m2,Freehold,"Discover your dream home in the heart of Cumberland with this exquisite WALKOUT bungalow! With 3 bedrooms and 2.5 bathrooms, this home features a chef's dream kitchen with an amazing walk-in pantry. Large primary suite is a true sanctuary with its 4-piece ensuite including an oversized, soothing soaker tub and walk-in closet. The living room offers stunning views of the private yard through large windows, while a sunny dining area, office space and MAIN FLOOR LAUNDRY complete the upstairs. Downstairs, a fully finished basement awaits you with in-floor heating, new carpeting, two bedrooms, a 4-piece bathroom, and access to your beautiful yard. Recent upgrades include a new roof and new garage door!! Garage is an oversized double (22x22) with tall ceilings, heated, insulated and drywalled!! (31046422)",T6V1R8,"{'price_change_date': '2024-04-26 2:51:55 PM', 'photo_change_date': '2024-04-17 10:41:33 PM'}",[],residential
"$539,900",Single Family,"6760 164 AV NW|Edmonton, Alberta T5Z3M6",53.626204600001,-113.4465935,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638461933400730000/reb10/highres/5/E4377275_1.jpg'],"['Attached Garage', 'Detached Garage']","['Playground', 'Public Transit', 'Schools', 'Shopping']",5,3,119.79 m2,Freehold,"Welcome home to the beautiful community of Ozerna. Pride of ownership in this home boasting 5 bedrooms, 3 full baths over 1500 square feet of living space, corner lot, central air conditioning, Primary suite has ensuite and a walk in closet, freshly painted and ceilings are all California knockdown ceilings. Mechanic or wood workers dream. Home has double attached garage as well as an additional oversized double detached garage. Keep 4 cars in the garage and and 8 cars, trailer, toys on the driveways. Side entrance to future suite potential to add extra income. Rare find and priced to sell. (31006038)",T5Z3M6,"{'price_change_date': '2024-04-18 4:50:57 AM', 'photo_change_date': '2024-03-16 5:42:26 PM'}",[],residential
"$359,900",Single Family,"#99 2003 RABBIT HILL RD NW|Edmonton, Alberta T6R0R7",53.4521607889554,-113.565146743131,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638506836584970000/reb10/highres/9/E4377459_1.jpg'],['Attached Garage'],"['Playground', 'Shopping']",3,3,134.43 m2,Condominium/Strata,"Welcome to #99 in Magrath Heights! Welcome to the city of Champions. This property has unobstructed views of the green space out front! A truely modern example of living in one of Edmonton's most sought-after neighborhoods. 3 spacious bedrooms & Den, 2.5 bathrooms, and an open concept living area that seamlessly blends style and functionality. The kitchen is a chef's dream with sleek countertops, and ample storage. Large windows throughout ensure the space is bathed in natural light, highlighting the beautiful flooring and chic finishes. Step outside to a private balcony, offering serene views and an ideal spot for morning coffee or evening relaxation. Included are two parking spaces, inside your double attached garage, adding convenience to luxury. Magrath Heights is renowned for its picturesque streets, excellent schools, and proximity to shopping, dining, and entertainment options. With easy access to public transit and major roadways. (31008758)",T6R0R7,"{'price_change_date': '2024-05-04 8:51:23 PM', 'photo_change_date': '2024-05-07 5:01:06 PM'}",[],residential
"$360,000",Single Family,Address not available,53.4542959,-113.454699015344,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638471836076430000/reb10/highres/0/E4379150_1.jpg'],['Attached Garage'],[],1,,106 m2,Freehold,Foreclosure sale.  SOLD AS IS WHERE IS (31054503),T6K4B1,"{'price_change_date': '', 'photo_change_date': '2024-03-28 4:46:47 AM'}",[],residential
"$360,000",Single Family,"#2601 10136 104 ST NW|Edmonton, Alberta T5J0B5",53.5418331,-113.499118361902,"[{'code': 'HA', 'description': 'Heritage Area Zone'}]",['https://cdn.realtor.ca/listings/TS638346196506800000/reb10/highres/7/E4364307_1.jpg'],['Underground'],"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']",2,2,106.42 m2,Condominium/Strata,"The ICON building, the jewel in the crown of Downtown Edmonton located at the 26th floor with a stunning view.  Just like brand new with new flooring, new paint this fully furnished 2 bedrooms, 2 bathrooms with over eleven hundred sq feet has a large balcony with NW and West views overlooking the downtown and west city cores.  This unit includes a well designed kitchen sleek  cabinets, modern decor, stainless steel appliances, new range.  Excellent location, a street filled with local innovative restaurants shop.  Fine and casual dining, Theater, Arts, Fitness, and Transportation within walking distance to Rogers.  Enjoy the 104 Farmers Market in Summer and Fall.  The best location for Downtown living. Come take a look. (30610491)",T5J0B5,"{'price_change_date': '', 'photo_change_date': '2023-11-03 6:47:30 PM'}",[],residential
"$360,000",Single Family,"12428 113 AV NW|Edmonton, Alberta T5M2W5",53.5622450138086,-113.537343728836,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638514031370700000/reb10/highres/3/E4380303_1.jpg'],['Stall'],"['Playground', 'Public Transit', 'Schools', 'Shopping']",4,4,97.5 m2,Condominium/Strata,"Welcome to your oasis in the heart of fabulous dining, shopping and markets. The moment you walk into this home you will feel the warmth with open concept living on the main. This level offers HARDWOOD flooring, GRANITE countertops, ample cabinet space, 2 piece bath and 10 FOOT CEILINGS. Upstairs gives you a full main bath and 3 beautiful bedrooms one of which is the primary. The primary has a 4 piece ENSUITE. The basement level is FULLY FINISHED. The ceilings on this level are 10 feet as well, you have a living room area, storage, 4TH BATHROOM, and either a luxury walk in closet or additional 4TH bedroom. The complex is well maintained with ample street parking and beautiful mature trees. Parking stall to east of the building. Location, location, location! (31087877)",T5M2W5,"{'price_change_date': '', 'photo_change_date': '2024-05-16 12:52:24 AM'}",[],residential
"$360,000",Single Family,"13832 28 ST NW|Edmonton, Alberta T5Y1A7",53.6011897665151,-113.38524943373,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638509872770670000/reb10/highres/0/E4386810_1.jpg'],['Detached Garage'],"['Playground', 'Public Transit', 'Schools', 'Shopping']",3,1,92 m2,Freehold,"Welcome home to this North East, 3 bedroom bungalow. Enjoy preparing meals for family and friends in the spacious kitchen while they relax in the grand living room. Cozy up in front of the fireplace on those cold winter nights with a loved one. Keep your car safe and snow free in the huge, man-cave of a, detached double garage. Love the neighbourhood with the parks, schools, shopping and entertainment within minutes of your home. Quick access to the Anthony Henday or the Yellowhead gets you anywhere in Edmonton with ease.  This home is a handyman's dream.  Plenty of potential to make this house a home! (31267606)",T5Y1A7,"{'price_change_date': '', 'photo_change_date': '2024-05-11 5:21:17 AM'}",[],residential
